1	2	1	0	16	0
1	2	6	0	13	0
2	4	5	1	13	0
2	3	5	0	14	0
2	2	6	0	14	0
1	-99	6	0	14	0
2	2	7	0	13	1
2	3	6	1	15	1
2	5	6	0	15	1
3	2	7	0	17	1
3	3	7	1	13	1
3	3	7	0	17	1
2	5	6	0	16	1
1	6	5	1	16	1
1	5	6	0	17	1
2	3	7	0	14	0
1	6	7	0	17	1
1	1	6	0	13	1
1	1	5	0	11	1
2	4	6	0	17	1
2	3	5	0	16	1
1	3	5	0	17	0
1	4	6	1	13	0
2	5	6	0	14	1
2	4	7	0	14	0
1	1	6	0	13	0
2	2	6	0	14	0
1	6	6	0	14	0
1	2	5	0	16	1
2	6	7	0	17	1
2	2	5	0	14	1
2	2	6	1	15	0
1	4	6	0	16	0
2	5	6	0	17	1
2	2	6	0	16	0
2	6	5	0	15	1
2	3	6	0	12	1
2	5	8	0	16	0
2	6	6	0	15	0
1	3	8	0	11	1
2	5	5	0	11	0
2	3	7	0	17	1
1	3	5	0	14	1
2	7	7	0	16	0
1	1	7	1	14	0
2	5	-99	0	16	0
2	6	6	0	16	0
1	7	7	0	12	0
2	4	6	0	17	0
2	5	7	0	16	0
1	5	7	1	13	0
1	2	5	0	14	1
1	1	5	0	14	1
2	3	5	0	13	1
2	5	6	0	17	1
2	3	6	0	16	0
2	3	5	0	13	1
2	6	5	0	16	0
1	2	5	0	16	1
2	6	5	0	12	0
2	7	7	0	17	0
2	3	7	0	17	0
2	3	5	1	15	0
1	2	5	0	17	1
1	5	5	1	15	0
2	7	7	1	16	1
2	4	6	1	12	1
2	3	5	0	14	0
2	2	5	0	14	0
2	2	6	0	17	1
1	4	6	0	16	0
2	6	5	0	15	0
2	4	6	0	17	0
2	4	7	0	16	0
2	7	7	0	16	1
1	5	6	0	17	0
1	7	6	1	15	0
2	2	5	0	15	1
2	7	-99	0	14	1
2	4	6	0	17	1
2	6	7	0	15	1
2	6	7	0	17	1
2	6	5	0	12	0
2	4	7	0	17	0
1	2	7	0	16	0
1	7	7	0	12	1
2	5	-99	0	15	1
1	6	5	0	17	1
2	2	6	0	16	1
2	-99	7	0	17	1
3	5	7	0	14	0
3	-99	7	0	17	1
2	3	5	0	16	0
2	6	6	0	17	0
1	5	7	0	15	1
2	5	6	0	14	0
1	7	7	0	16	0
1	2	5	0	15	0
2	6	5	0	17	0
2	3	5	1	16	1
2	5	6	0	16	1
1	2	5	1	12	0
1	1	6	0	13	1
2	4	5	0	16	1
2	5	5	0	17	1
1	1	6	0	17	0
2	4	6	1	17	0
1	3	5	0	15	1
2	3	5	0	12	1
1	5	6	0	14	0
1	4	6	1	17	0
2	4	5	1	14	1
2	6	6	0	14	0
1	5	8	0	12	1
1	6	6	0	17	0
1	6	6	0	15	1
1	6	6	0	14	0
2	4	6	0	14	0
1	5	5	1	13	0
2	2	6	0	15	0
2	6	7	0	15	0
3	4	7	0	17	0
1	6	5	0	15	0
2	6	7	0	17	0
3	3	9	0	16	0
2	2	5	0	14	1
2	2	7	1	16	0
1	4	7	1	14	0
2	5	5	0	14	1
2	5	8	1	16	0
1	2	5	0	14	1
2	6	6	0	17	0
2	3	5	0	16	1
2	2	5	0	16	1
3	3	7	0	15	0
2	4	7	0	16	1
2	2	6	0	15	0
1	7	7	1	17	0
3	4	7	0	16	0
2	6	5	0	16	1
1	2	6	1	14	0
1	5	5	1	15	0
2	3	6	0	14	1
3	5	7	0	15	1
2	5	5	0	15	1
2	7	7	1	14	0
2	7	6	0	17	0
2	5	6	0	14	0
3	1	1	0	17	1
4	4	3	1	15	0
3	2	2	0	14	0
3	3	6	1	15	0
3	6	5	0	15	1
4	6	-99	0	16	0
4	3	3	0	16	1
3	6	6	0	16	0
3	7	4	1	17	1
3	4	4	0	14	1
3	5	6	1	16	1
4	1	2	0	12	0
4	3	7	0	15	1
4	5	7	0	17	0
3	7	7	0	16	1
3	6	2	0	16	0
3	3	3	0	17	1
3	3	5	0	17	1
4	2	6	0	17	1
4	7	6	1	15	1
3	1	1	0	12	0
3	5	4	0	16	0
3	7	7	0	16	0
3	5	5	0	17	0
3	4	4	0	16	0
3	2	5	0	16	0
4	4	6	0	17	0
3	5	6	1	16	0
3	2	6	0	17	0
4	5	6	0	15	1
3	1	3	0	11	0
3	-99	1	0	14	1
4	6	4	1	14	0
4	7	7	1	16	0
3	4	4	0	15	1
3	3	4	1	14	0
4	7	7	0	14	0
4	6	7	0	15	0
4	-99	-99	0	17	0
3	2	1	0	15	0
4	3	4	1	17	1
3	3	6	0	15	1
3	5	6	0	17	0
4	4	7	0	15	0
