1	2	2.8	2.3	2.1	3	3	3	3.3
2	1	2.5	2.2	2.5	2.6	2.6	3	2.8
3	2	2.5	2.4	2.9	3	2.8	3.3	3.4
4	1	3.8	2.5	2.7	2.4	2.7	2.9	2.7
5	1	3.1	2.8	2.8	2.8	3	2.9	3.1
6	2	2.9	2.5	2.4	2.4	2.3	2.7	2.8
7	1	2.3	2.4	2.4	2.8	2.6	3	3
8	2	3.9	2.8	2.8	3.1	3.3	3.3	3.4
9	1	2	2.8	2.7	2.7	3.1	3.1	3.5
10	1	2.8	2.8	2.8	3	2.7	3	3
11	2	3.9	2.6	2.9	3.2	3.6	3.6	3.8
12	2	2.9	2.6	3	2.3	2.9	3.1	3.3
13	1	3.7	2.8	3.1	3.5	3.6	3.9	3.9
14	2	3.5	2.4	3	2.9	3	3.3	3.4
15	1	3.6	2.2	2.7	2.6	2.6	2.8	2.8
16	2	2.9	2.5	2.7	2.8	2.7	2.8	2.8
17	1	2.4	2.6	2.2	2.6	2.5	2.6	2.8
18	1	2.5	2.4	2.9	2	2.6	2.5	2.7
19	2	2.3	2.5	2.3	3	2.9	2.9	2.9
20	1	3.4	2.8	2.9	3.2	3.2	3.4	3.3
21	2	2.8	2.6	2.4	2.5	2.5	2.5	2.6
22	1	3.6	2.8	2.7	3.1	3.1	3	3.3
23	1	2.4	2.8	3.2	2.8	3	2.9	3
24	2	3.9	2.7	2.9	3	2.7	2.9	3
25	2	3.7	3.5	3.1	3	3.3	3.4	3.6
26	1	3	2.3	2.8	2.1	2.8	2.8	2.5
27	1	3.3	2.2	2.4	2.5	2.2	2.8	2.5
28	2	3.5	2.6	3.1	2.9	3.1	3.1	3.2
29	2	3.3	2.9	2.7	2.9	2.9	3.3	3.2
30	2	2.4	2.9	3	3.2	3.1	3.2	3.3
31	2	2	2.6	2.2	2.1	2.4	2.6	2.8
32	2	3.5	2.8	2.9	3	3.3	3.4	3.6
33	2	3.2	2.3	3	2.4	2.8	2.8	3
34	1	3.9	2.4	2.8	2.6	2.7	2.6	2.6
35	1	3.5	2.5	2.5	2.6	3.2	3.4	3.6
36	1	2.9	2.5	2.9	3	3.2	3	3.5
37	1	3	2.2	2.5	3.3	3.1	3.3	3.4
38	2	2.9	2.9	3.2	3.2	3.4	3.6	3.8
39	1	3.5	2.4	2.3	3	3.1	3.1	2.9
40	2	3.1	2.5	2.9	3.2	3.6	3.3	3.6
41	2	3.3	2.9	3.5	3.2	3.5	3.8	3.9
42	1	3.9	2.5	2.5	3.4	2.6	2.8	3
43	2	2.3	2	2.5	3.1	3.3	3.2	3.6
44	2	3.5	3.1	3	3.1	2.9	3.1	3.2
45	2	2.4	2.7	3.1	3	3.3	3.1	3.2
46	1	2.1	2.9	2.2	2.7	2.4	2.6	2.4
47	2	2.8	2.6	2.5	2.8	2.2	2.8	2.7
48	2	2.6	2.9	2.5	2.7	2.9	3	3.2
49	1	2.8	3.1	2.7	3	2.7	3	3.4
50	1	3.8	2.4	2.7	2.4	3.2	3	3
51	1	2.1	1.7	2.5	3.3	3.2	3	3.3
52	2	3.5	2.5	2.9	3	3.3	3.3	3.3
53	1	2.3	2.8	3.4	2.7	3	2.8	3
54	2	2.2	2.8	2.5	3.3	3.3	3.2	3.4
55	1	3.3	2.4	2.8	3.2	3.2	3.1	3.5
56	1	2.1	2.2	2	2.6	2.6	2.9	3.1
57	1	3.5	2.5	2.9	2.8	2.8	3.4	3.3
58	2	2.5	2.5	2.2	2.4	2.8	2.9	3.1
59	1	2.5	2.8	2.8	2.6	3.1	3	3.3
60	1	2.3	2	2.7	2.6	2.8	3.1	2.9
61	1	2.5	2.4	3.1	3.2	3.3	3.5	3.5
62	1	3	2.4	2.2	2.5	3	2.9	3.4
63	2	3.8	2.6	3.1	3.1	3.5	3.4	3.4
64	2	2.2	2.4	2.9	2.7	3.3	3.2	3.4
65	1	3.6	1.9	2.9	2.4	2.8	2.8	2.7
66	2	3.8	2.3	2.7	3.2	3.3	3.4	3.7
67	2	3.3	2.6	3	2.5	2.4	2.6	2.6
68	1	2.9	2.3	2.1	2.3	2.8	2.7	3.1
69	1	2.5	2.3	2.3	2.5	2.7	2.7	2.8
70	1	3.7	2.7	2.4	3	3.2	2.9	3.1
71	2	3.4	2.9	2.8	3	2.8	2.9	2.8
72	2	2.9	3	3.1	3.5	3.2	3.7	3.7
73	1	4	2.6	2.5	2.6	2.8	2.6	2.6
74	1	3.4	3.5	2.9	2.8	3.1	3.1	3.3
75	2	2	2.5	2.5	3.2	3	3.2	3
76	1	2.9	2.4	2.9	2.8	3.4	3.3	3.5
77	2	2.8	2.4	3.1	3.2	3.8	4	4
78	1	2.9	2.4	2.5	2.1	2.5	2.3	2.8
79	2	2.6	2.3	1.8	2.2	2.3	2.5	2.8
80	2	3.7	3.1	2.8	3	3.1	3.4	3.2
81	2	2.2	2.3	2.4	2.8	3.1	3.3	3.6
82	2	3.6	3.3	3.2	2.7	3.2	3.3	3.6
83	2	2.3	2.5	3.1	3.2	3.3	3.4	3.4
84	1	3.7	2.3	2.1	2.4	2.1	2.2	2.4
85	2	2.8	2.4	2.8	3.1	3.3	3.1	3.3
86	1	2.5	2.7	2.5	3	2.5	2.6	2.6
87	2	2.1	2.3	2.7	2.7	3.2	3.1	3.2
88	1	2.2	2.7	2.8	2.5	2.7	3.1	3
89	1	3.7	2.6	2.8	3.2	3	3.1	3.5
90	2	2.6	2.4	2.5	2.7	3	3	3.2
91	1	3.6	2	2.5	2.3	2.5	2.8	2.9
92	2	2.7	2.7	3.2	3.8	4	4	4
93	1	3.5	2.9	3.5	3.2	3.3	3.4	3.4
94	2	3.7	2.7	2.9	3	2.7	2.7	2.8
95	2	3.4	2.5	2.5	2.9	2.8	2.7	2.9
96	2	2.3	2.4	2.5	2.8	3.3	3.4	3.8
97	1	2.6	2.3	2.5	3	3.2	2.9	2.9
98	2	3.4	3.3	2.4	3.2	3.2	3.1	3.3
99	2	2.9	2.2	2.7	2.7	2.8	2.8	2.8
100	1	2.8	2.7	2	2	2.3	2.4	2.7
101	2	3.4	2.8	2.7	3.1	3.6	3.6	3.7
102	1	3.5	3.1	2.9	2.7	2.6	2.9	2.7
103	2	2.3	2.2	2.4	2.8	2.8	3.1	2.9
104	2	3.5	2.3	2.8	2.9	3	3.4	3.4
105	2	3.6	3.4	3.9	3.9	3.5	3.9	3.9
106	1	2.6	1.8	2.8	2.6	2.3	2.5	2.7
107	1	3.2	2.4	2.5	2.3	2.3	2.6	2.7
108	1	2.3	2.7	2	2	2.6	2.5	2.7
109	1	3.2	2.7	2.7	2.7	3.1	2.8	2.7
110	1	2.4	2.5	2.3	2.2	2.2	2.2	2.3
111	2	2.2	2.4	2.5	2.2	2.4	2.2	2.5
112	2	2.5	3	3.5	3.2	2.9	3	3.1
113	1	3.7	2.7	2.4	3	2.5	2.6	2.8
114	2	4	2.8	2.3	2.8	2.9	3	3.1
115	2	3.6	2.2	2.1	3.1	3	3	3.2
116	2	2.2	2.5	2.3	2.8	2.7	2.9	3.1
117	2	2.3	2.8	2.1	3	3.1	3	3.1
118	2	2.2	2.5	2.4	3	3.3	3.3	3.6
119	1	2.4	2.4	2.5	2.6	2.5	2.8	2.9
120	1	3.9	2.5	3.2	3.2	2.8	3	3.3
121	1	3.7	2.9	2.7	2.6	3	3.3	3.3
122	2	2.5	3	3.3	2.9	3	3.1	3.6
123	1	2.8	2.9	2.3	2.3	2.4	2.2	2.5
124	2	3.6	2.5	3.1	2.5	3.3	3	3.4
125	1	3.8	2.8	2.3	2.7	2.4	2.6	3
126	2	3.1	2.5	2.7	2.1	3.1	3	3
127	1	2.5	2.7	2.3	2.4	2.6	2.3	2.5
128	2	3.8	3	2.7	2.3	2.7	2.9	3.1
129	2	3.4	2.7	2.8	2.7	2.7	2.9	2.9
130	1	2.9	2.4	2.9	3.6	3.1	3	3.1
